,userName,score,at,content,sentiment,review_tokens,review_tokens_fdist,review_tokens_WSW,review_normalized,review_tokens_stemmed
245,Yong away,5,2022-08-13 01:23:39,langganan saya dengan indihome sudah hampir tahun dan semenjak ada aplikasi myindihome semakin mudah dan cepet untuk mendapat info terbaru dan di dlm aplikasi semakin memudahkan tatap muka dan merestart modem jadi lebih mudah lewat aplikasi myindihome dr jarak jauh juga bisa pembaruan aplikasinya juga semakin baik membuat laporan dan penyelesaian masalah bisa di pantau dr aplikasi langsung mantap myindihome maju terus,1,"['langganan', 'saya', 'dengan', 'indihome', 'sudah', 'hampir', 'tahun', 'dan', 'semenjak', 'ada', 'aplikasi', 'myindihome', 'semakin', 'mudah', 'dan', 'cepet', 'untuk', 'mendapat', 'info', 'terbaru', 'dan', 'di', 'dlm', 'aplikasi', 'semakin', 'memudahkan', 'tatap', 'muka', 'dan', 'merestart', 'modem', 'jadi', 'lebih', 'mudah', 'lewat', 'aplikasi', 'myindihome', 'dr', 'jarak', 'jauh', 'juga', 'bisa', 'pembaruan', 'aplikasinya', 'juga', 'semakin', 'baik', 'membuat', 'laporan', 'dan', 'penyelesaian', 'masalah', 'bisa', 'di', 'pantau', 'dr', 'aplikasi', 'langsung', 'mantap', 'myindihome', 'maju', 'terus']",<FreqDist with 46 samples and 62 outcomes>,"['langganan', 'indihome', 'semenjak', 'aplikasi', 'myindihome', 'mudah', 'cepet', 'info', 'terbaru', 'aplikasi', 'memudahkan', 'tatap', 'muka', 'merestart', 'modem', 'mudah', 'aplikasi', 'myindihome', 'jarak', 'pembaruan', 'aplikasinya', 'laporan', 'penyelesaian', 'pantau', 'aplikasi', 'mantap', 'myindihome', 'maju']","['langganan', 'indihome', 'semenjak', 'aplikasi', 'myindihome', 'mudah', 'cepet', 'info', 'terbaru', 'aplikasi', 'memudahkan', 'tatap', 'muka', 'merestart', 'modem', 'mudah', 'aplikasi', 'myindihome', 'jarak', 'pembaruan', 'aplikasinya', 'laporan', 'penyelesaian', 'pantau', 'aplikasi', 'mantap', 'myindihome', 'maju']","['langgan', 'indihome', 'semenjak', 'aplikasi', 'myindihome', 'mudah', 'cepet', 'info', 'baru', 'aplikasi', 'mudah', 'tatap', 'muka', 'merestart', 'modem', 'mudah', 'aplikasi', 'myindihome', 'jarak', 'baru', 'aplikasi', 'lapor', 'selesai', 'pantau', 'aplikasi', 'mantap', 'myindihome', 'maju']"
246,Yeni H,1,2022-08-13 00:47:38,aplikasi bodoh sdh  kasi masukkan gk ada perubahan login sangat susah woi,-1,"['aplikasi', 'bodoh', 'sdh', 'kasi', 'masukkan', 'gk', 'ada', 'perubahan', 'login', 'sangat', 'susah', 'woi']",<FreqDist with 12 samples and 12 outcomes>,"['aplikasi', 'bodoh', 'kasi', 'masukkan', 'perubahan', 'login', 'susah']","['aplikasi', 'bodoh', 'kasi', 'masukkan', 'perubahan', 'login', 'susah']","['aplikasi', 'bodoh', 'kasi', 'masuk', 'ubah', 'login', 'susah']"
247,Arif wicaksono,1,2022-08-12 22:05:33,aplikasi lemot banget mau masuk aja susah kok nggak pernah diperbaiki payahhh,-1,"['aplikasi', 'lemot', 'banget', 'mau', 'masuk', 'aja', 'susah', 'kok', 'nggak', 'pernah', 'diperbaiki', 'payahhh']",<FreqDist with 12 samples and 12 outcomes>,"['aplikasi', 'lemot', 'banget', 'susah', 'nggak', 'diperbaiki', 'payahhh']","['aplikasi', 'lemot', 'banget', 'susah', 'nggak', 'diperbaiki', 'payahhh']","['aplikasi', 'lot', 'banget', 'susah', 'nggak', 'baik', 'payahhh']"
248,Nurfaizin,3,2022-08-12 19:03:59,selalu muncul notif sedang melakukan peningkatan pelayanan pada saat ingin laporan jika terjadi error,-1,"['selalu', 'muncul', 'notif', 'sedang', 'melakukan', 'peningkatan', 'pelayanan', 'pada', 'saat', 'ingin', 'laporan', 'jika', 'terjadi', 'error']",<FreqDist with 14 samples and 14 outcomes>,"['muncul', 'notif', 'peningkatan', 'pelayanan', 'laporan', 'error']","['muncul', 'notif', 'peningkatan', 'pelayanan', 'laporan', 'error']","['muncul', 'notif', 'tingkat', 'layan', 'lapor', 'error']"
249,Eko purnomo,2,2022-08-12 17:09:13,ga bisa login udah ntah knapa malah loading terus capeeeeee,-1,"['ga', 'bisa', 'login', 'udah', 'ntah', 'knapa', 'malah', 'loading', 'terus', 'capeeeeee']",<FreqDist with 10 samples and 10 outcomes>,"['login', 'knapa', 'loading', 'capeeeeee']","['login', 'knapa', 'loading', 'capeeeeee']","['login', 'knapa', 'loading', 'capeeeeee']"
250,Dwinur Khabibulloh,5,2022-08-12 16:51:58,termakasih indie home dengan fitur apk lebih memudahkan saya buat bayar tagihan langsung tanpa ada kendala sedikitpun,1,"['termakasih', 'indie', 'home', 'dengan', 'fitur', 'apk', 'lebih', 'memudahkan', 'saya', 'buat', 'bayar', 'tagihan', 'langsung', 'tanpa', 'ada', 'kendala', 'sedikitpun']",<FreqDist with 17 samples and 17 outcomes>,"['termakasih', 'indie', 'home', 'fitur', 'apk', 'memudahkan', 'bayar', 'tagihan', 'kendala', 'sedikitpun']","['termakasih', 'indie', 'home', 'fitur', 'apk', 'memudahkan', 'bayar', 'tagihan', 'kendala', 'sedikitpun']","['termakasih', 'indie', 'home', 'fitur', 'apk', 'mudah', 'bayar', 'tagih', 'kendala', 'sedikit']"
251,Fadhil Rch,5,2022-08-12 16:29:34,tampilan sangat mudah dimengerti memberikan berbagai informasi yang dibutuhkan memberikan solusi bagi kendalakendala yang dialami mudah dalam menyampaikan jika ada keluhan dan hebatnya bisa atur jadwal untuk teknisi datang kerumahluar biasa,1,"['tampilan', 'sangat', 'mudah', 'dimengerti', 'memberikan', 'berbagai', 'informasi', 'yang', 'dibutuhkan', 'memberikan', 'solusi', 'bagi', 'kendalakendala', 'yang', 'dialami', 'mudah', 'dalam', 'menyampaikan', 'jika', 'ada', 'keluhan', 'dan', 'hebatnya', 'bisa', 'atur', 'jadwal', 'untuk', 'teknisi', 'datang', 'kerumahluar', 'biasa']",<FreqDist with 28 samples and 31 outcomes>,"['tampilan', 'mudah', 'dimengerti', 'informasi', 'dibutuhkan', 'solusi', 'kendalakendala', 'dialami', 'mudah', 'keluhan', 'hebatnya', 'atur', 'jadwal', 'teknisi', 'kerumahluar']","['tampilan', 'mudah', 'dimengerti', 'informasi', 'dibutuhkan', 'solusi', 'kendalakendala', 'dialami', 'mudah', 'keluhan', 'hebatnya', 'atur', 'jadwal', 'teknisi', 'kerumahluar']","['tampil', 'mudah', 'erti', 'informasi', 'butuh', 'solusi', 'kendalakendala', 'alami', 'mudah', 'keluh', 'hebat', 'atur', 'jadwal', 'teknisi', 'kerumahluar']"
252,Fahrul Rozi,5,2022-08-12 15:53:05,mantap sih semoga kedepannya aplikasi nya makin berkembang saya yakin di era digital ini my indihome lebih bagus lagi kedepannya terima kasih my indihome,1,"['mantap', 'sih', 'semoga', 'kedepannya', 'aplikasi', 'nya', 'makin', 'berkembang', 'saya', 'yakin', 'di', 'era', 'digital', 'ini', 'my', 'indihome', 'lebih', 'bagus', 'lagi', 'kedepannya', 'terima', 'kasih', 'my', 'indihome']",<FreqDist with 21 samples and 24 outcomes>,"['mantap', 'semoga', 'kedepannya', 'aplikasi', 'berkembang', 'era', 'digital', 'indihome', 'bagus', 'kedepannya', 'terima', 'kasih', 'indihome']","['mantap', 'semoga', 'kedepannya', 'aplikasi', 'berkembang', 'era', 'digital', 'indihome', 'bagus', 'kedepannya', 'terima', 'kasih', 'indihome']","['mantap', 'moga', 'depan', 'aplikasi', 'kembang', 'era', 'digital', 'indihome', 'bagus', 'depan', 'terima', 'kasih', 'indihome']"
253,Alexander L Dj Tanasal,4,2022-08-12 15:41:33,aplikasi nya sangat mudah dan gampang untuk digunakan untuk saya pengguna indihome mulai dari cek berapa banyak gb yang di gunakan dapat melakukan transaksi bulanan dengan mudahdan juga banyak penawaran di ada di aplikasi nya sehingga sangat membantu untuk pemilihan langganan indihome yang sangat simpel dan juga fitur bantuan yang membantu dlm setiap permasalahan yang saya alami selama penggunaan aplikasi indihome semoga lebih banyak lagi fitur yang ditambahkan dan promo yang akan ditawkn,1,"['aplikasi', 'nya', 'sangat', 'mudah', 'dan', 'gampang', 'untuk', 'digunakan', 'untuk', 'saya', 'pengguna', 'indihome', 'mulai', 'dari', 'cek', 'berapa', 'banyak', 'gb', 'yang', 'di', 'gunakan', 'dapat', 'melakukan', 'transaksi', 'bulanan', 'dengan', 'mudahdan', 'juga', 'banyak', 'penawaran', 'di', 'ada', 'di', 'aplikasi', 'nya', 'sehingga', 'sangat', 'membantu', 'untuk', 'pemilihan', 'langganan', 'indihome', 'yang', 'sangat', 'simpel', 'dan', 'juga', 'fitur', 'bantuan', 'yang', 'membantu', 'dlm', 'setiap', 'permasalahan', 'yang', 'saya', 'alami', 'selama', 'penggunaan', 'aplikasi', 'indihome', 'semoga', 'lebih', 'banyak', 'lagi', 'fitur', 'yang', 'ditambahkan', 'dan', 'promo', 'yang', 'akan', 'ditawkn']",<FreqDist with 49 samples and 73 outcomes>,"['aplikasi', 'mudah', 'gampang', 'pengguna', 'indihome', 'cek', 'gb', 'transaksi', 'bulanan', 'mudahdan', 'penawaran', 'aplikasi', 'membantu', 'pemilihan', 'langganan', 'indihome', 'simpel', 'fitur', 'bantuan', 'membantu', 'permasalahan', 'alami', 'penggunaan', 'aplikasi', 'indihome', 'semoga', 'fitur', 'promo', 'ditawkn']","['aplikasi', 'mudah', 'gampang', 'pengguna', 'indihome', 'cek', 'gb', 'transaksi', 'bulanan', 'mudahdan', 'penawaran', 'aplikasi', 'membantu', 'pemilihan', 'langganan', 'indihome', 'simpel', 'fitur', 'bantuan', 'membantu', 'permasalahan', 'alami', 'penggunaan', 'aplikasi', 'indihome', 'semoga', 'fitur', 'promo', 'ditawkn']","['aplikasi', 'mudah', 'gampang', 'guna', 'indihome', 'cek', 'gb', 'transaksi', 'bulan', 'mudahdan', 'tawar', 'aplikasi', 'bantu', 'pilih', 'langgan', 'indihome', 'simpel', 'fitur', 'bantu', 'bantu', 'masalah', 'alami', 'guna', 'aplikasi', 'indihome', 'moga', 'fitur', 'promo', 'ditawkn']"
254,Yudajantan Banar,5,2022-08-12 15:26:18,entah aku nya atau apanya my indihome berfungsi dengan baik tapi terkadang layanan secara langsung mereka kurang ramah itu aja dan jaringan standar sih riview jujur yaaaa,1,"['entah', 'aku', 'nya', 'atau', 'apanya', 'my', 'indihome', 'berfungsi', 'dengan', 'baik', 'tapi', 'terkadang', 'layanan', 'secara', 'langsung', 'mereka', 'kurang', 'ramah', 'itu', 'aja', 'dan', 'jaringan', 'standar', 'sih', 'riview', 'jujur', 'yaaaa']",<FreqDist with 27 samples and 27 outcomes>,"['apanya', 'indihome', 'berfungsi', 'terkadang', 'layanan', 'ramah', 'jaringan', 'standar', 'riview', 'jujur', 'yaaaa']","['apanya', 'indihome', 'berfungsi', 'terkadang', 'layanan', 'ramah', 'jaringan', 'standar', 'riview', 'jujur', 'yaaaa']","['apa', 'indihome', 'fungsi', 'terkadang', 'layan', 'ramah', 'jaring', 'standar', 'riview', 'jujur', 'yaaaa']"
255,Sigit Purnomo,2,2022-08-12 15:16:25,update malah ribet mau masuk lagi verifikasi terus dan gagal mulu,-1,"['update', 'malah', 'ribet', 'mau', 'masuk', 'lagi', 'verifikasi', 'terus', 'dan', 'gagal', 'mulu']",<FreqDist with 11 samples and 11 outcomes>,"['ribet', 'verifikasi', 'gagal', 'mulu']","['ribet', 'verifikasi', 'gagal', 'mulu']","['ribet', 'verifikasi', 'gagal', 'mulu']"
256,Rujit Chanel,5,2022-08-12 15:01:50,pengalaman saya memakai indihome belum lama sih saya juga masih pengguna baru indihome jadi menurut pemakai saya yg baru minggu sih lancar aja semoga kesananya juga lancar dan indihome semakin maju lagi,1,"['pengalaman', 'saya', 'memakai', 'indihome', 'belum', 'lama', 'sih', 'saya', 'juga', 'masih', 'pengguna', 'baru', 'indihome', 'jadi', 'menurut', 'pemakai', 'saya', 'yg', 'baru', 'minggu', 'sih', 'lancar', 'aja', 'semoga', 'kesananya', 'juga', 'lancar', 'dan', 'indihome', 'semakin', 'maju', 'lagi']",<FreqDist with 24 samples and 32 outcomes>,"['pengalaman', 'memakai', 'indihome', 'pengguna', 'indihome', 'pemakai', 'minggu', 'lancar', 'semoga', 'kesananya', 'lancar', 'indihome', 'maju']","['pengalaman', 'memakai', 'indihome', 'pengguna', 'indihome', 'pemakai', 'minggu', 'lancar', 'semoga', 'kesananya', 'lancar', 'indihome', 'maju']","['alam', 'pakai', 'indihome', 'guna', 'indihome', 'pakai', 'minggu', 'lancar', 'moga', 'kesana', 'lancar', 'indihome', 'maju']"
257,Riyad Rahim,5,2022-08-12 12:47:28,mantap indihome kecepatan nya stabil dan layanan pelanggannya juga oke,1,"['mantap', 'indihome', 'kecepatan', 'nya', 'stabil', 'dan', 'layanan', 'pelanggannya', 'juga', 'oke']",<FreqDist with 10 samples and 10 outcomes>,"['mantap', 'indihome', 'kecepatan', 'stabil', 'layanan', 'pelanggannya', 'oke']","['mantap', 'indihome', 'kecepatan', 'stabil', 'layanan', 'pelanggannya', 'oke']","['mantap', 'indihome', 'cepat', 'stabil', 'layan', 'langgan', 'oke']"
258,de yunda,1,2022-08-12 12:32:48,tdk membantu sama sekali dlm hal penanganan masalah indihome pemakaian rumah belum lagi  penanganan masalah kita harus ke kantor utama yg jarakny cukup jauh dr rumah,-1,"['tdk', 'membantu', 'sama', 'sekali', 'dlm', 'hal', 'penanganan', 'masalah', 'indihome', 'pemakaian', 'rumah', 'belum', 'lagi', 'penanganan', 'masalah', 'kita', 'harus', 'ke', 'kantor', 'utama', 'yg', 'jarakny', 'cukup', 'jauh', 'dr', 'rumah']",<FreqDist with 23 samples and 26 outcomes>,"['membantu', 'penanganan', 'indihome', 'pemakaian', 'rumah', 'penanganan', 'kantor', 'utama', 'jarakny', 'rumah']","['membantu', 'penanganan', 'indihome', 'pemakaian', 'rumah', 'penanganan', 'kantor', 'utama', 'jarakny', 'rumah']","['bantu', 'tangan', 'indihome', 'pakai', 'rumah', 'tangan', 'kantor', 'utama', 'jarakny', 'rumah']"
259,Dhamas Noprian,2,2022-08-12 11:22:36,telkom banyak tingkah update aplikasi malah jadi gak bisa masuk mau lapor gangguan jadi susah,-1,"['telkom', 'banyak', 'tingkah', 'update', 'aplikasi', 'malah', 'jadi', 'gak', 'bisa', 'masuk', 'mau', 'lapor', 'gangguan', 'jadi', 'susah']",<FreqDist with 14 samples and 15 outcomes>,"['telkom', 'tingkah', 'aplikasi', 'lapor', 'gangguan', 'susah']","['telkom', 'tingkah', 'aplikasi', 'lapor', 'gangguan', 'susah']","['telkom', 'tingkah', 'aplikasi', 'lapor', 'ganggu', 'susah']"
260,Auralia Argarini,5,2022-08-12 11:22:06,myindihome sangat membantu aku sebagai pengguna untuk memantau penggunaan secara berkala dari mulai tagihan perbulan hingga rekomendasi penawaran produk terbaru aplikasinya mudah digunakan bagi berbagai kalangan mencakup riwayat pembelian dan bantuan yang sangat memudahkan kita apabila terdapat kendala dan yang paling seru ada poin myindihome dimana banyak bangettt promo yang bisa digunakan dengan hanya menukarkan poin yang sudah kita dapatkan thank  myindihome such  good apps,1,"['myindihome', 'sangat', 'membantu', 'aku', 'sebagai', 'pengguna', 'untuk', 'memantau', 'penggunaan', 'secara', 'berkala', 'dari', 'mulai', 'tagihan', 'perbulan', 'hingga', 'rekomendasi', 'penawaran', 'produk', 'terbaru', 'aplikasinya', 'mudah', 'digunakan', 'bagi', 'berbagai', 'kalangan', 'mencakup', 'riwayat', 'pembelian', 'dan', 'bantuan', 'yang', 'sangat', 'memudahkan', 'kita', 'apabila', 'terdapat', 'kendala', 'dan', 'yang', 'paling', 'seru', 'ada', 'poin', 'myindihome', 'dimana', 'banyak', 'bangettt', 'promo', 'yang', 'bisa', 'digunakan', 'dengan', 'hanya', 'menukarkan', 'poin', 'yang', 'sudah', 'kita', 'dapatkan', 'thank', 'myindihome', 'such', 'good', 'apps']",<FreqDist with 55 samples and 65 outcomes>,"['myindihome', 'membantu', 'pengguna', 'memantau', 'penggunaan', 'berkala', 'tagihan', 'perbulan', 'rekomendasi', 'penawaran', 'produk', 'terbaru', 'aplikasinya', 'mudah', 'kalangan', 'mencakup', 'riwayat', 'pembelian', 'bantuan', 'memudahkan', 'kendala', 'seru', 'poin', 'myindihome', 'dimana', 'bangettt', 'promo', 'menukarkan', 'poin', 'dapatkan', 'thank', 'myindihome', 'such', 'apps']","['myindihome', 'membantu', 'pengguna', 'memantau', 'penggunaan', 'berkala', 'tagihan', 'perbulan', 'rekomendasi', 'penawaran', 'produk', 'terbaru', 'aplikasinya', 'mudah', 'kalangan', 'mencakup', 'riwayat', 'pembelian', 'bantuan', 'memudahkan', 'kendala', 'seru', 'poin', 'myindihome', 'dimana', 'bangettt', 'promo', 'menukarkan', 'poin', 'dapatkan', 'thank', 'myindihome', 'such', 'apps']","['myindihome', 'bantu', 'guna', 'pantau', 'guna', 'kala', 'tagih', 'bulan', 'rekomendasi', 'tawar', 'produk', 'baru', 'aplikasi', 'mudah', 'kalang', 'cakup', 'riwayat', 'beli', 'bantu', 'mudah', 'kendala', 'seru', 'poin', 'myindihome', 'mana', 'bangettt', 'promo', 'tukar', 'poin', 'dapat', 'thank', 'myindihome', 'such', 'apps']"
261,Asa Ahmad,5,2022-08-12 11:11:51,penanganan petugas luar biasa cepat dan responsif,1,"['penanganan', 'petugas', 'luar', 'biasa', 'cepat', 'dan', 'responsif']",<FreqDist with 7 samples and 7 outcomes>,"['penanganan', 'petugas', 'cepat', 'responsif']","['penanganan', 'petugas', 'cepat', 'responsif']","['tangan', 'tugas', 'cepat', 'responsif']"
262,Muhammad Risky Arya Putra Setiawan,1,2022-08-12 10:54:01,kalau di daerah saya terjangkau biznet pasti saya sudah ganti karena harga paket internet saya mbps harganya normal internet tv padahal gak ada tv set top boxnya coba aja bisa diganti dengan langganan disney hotstar gratis,-1,"['kalau', 'di', 'daerah', 'saya', 'terjangkau', 'biznet', 'pasti', 'saya', 'sudah', 'ganti', 'karena', 'harga', 'paket', 'internet', 'saya', 'mbps', 'harganya', 'normal', 'internet', 'tv', 'padahal', 'gak', 'ada', 'tv', 'set', 'top', 'boxnya', 'coba', 'aja', 'bisa', 'diganti', 'dengan', 'langganan', 'disney', 'hotstar', 'gratis']",<FreqDist with 32 samples and 36 outcomes>,"['daerah', 'terjangkau', 'biznet', 'ganti', 'harga', 'paket', 'internet', 'mbps', 'harganya', 'normal', 'internet', 'tv', 'tv', 'set', 'top', 'boxnya', 'coba', 'diganti', 'langganan', 'disney', 'hotstar', 'gratis']","['daerah', 'terjangkau', 'biznet', 'ganti', 'harga', 'paket', 'internet', 'mbps', 'harganya', 'normal', 'internet', 'tv', 'tv', 'set', 'top', 'boxnya', 'coba', 'diganti', 'langganan', 'disney', 'hotstar', 'gratis']","['daerah', 'jangkau', 'biznet', 'ganti', 'harga', 'paket', 'internet', 'mbps', 'harga', 'normal', 'internet', 'tv', 'tv', 'set', 'top', 'boxnya', 'coba', 'ganti', 'langgan', 'disney', 'hotstar', 'gratis']"
263,madi asta,5,2022-08-12 10:42:33,myindihome mempermudah kita melaporkan gangguan mengecek koneksi internet dan dapat melihat point yg diperoleh serta mengetahui tagihan dan promo,1,"['myindihome', 'mempermudah', 'kita', 'melaporkan', 'gangguan', 'mengecek', 'koneksi', 'internet', 'dan', 'dapat', 'melihat', 'point', 'yg', 'diperoleh', 'serta', 'mengetahui', 'tagihan', 'dan', 'promo']",<FreqDist with 18 samples and 19 outcomes>,"['myindihome', 'mempermudah', 'melaporkan', 'gangguan', 'mengecek', 'koneksi', 'internet', 'point', 'diperoleh', 'tagihan', 'promo']","['myindihome', 'mempermudah', 'melaporkan', 'gangguan', 'mengecek', 'koneksi', 'internet', 'point', 'diperoleh', 'tagihan', 'promo']","['myindihome', 'mudah', 'lapor', 'ganggu', 'ecek', 'koneksi', 'internet', 'point', 'oleh', 'tagih', 'promo']"
264,rifky tamsir,5,2022-08-12 10:38:51,aplikasi sangat bermanfaat memudahkan pembayaran reminder tagihan perubahan data upgrade layanan,1,"['aplikasi', 'sangat', 'bermanfaat', 'memudahkan', 'pembayaran', 'reminder', 'tagihan', 'perubahan', 'data', 'upgrade', 'layanan']",<FreqDist with 11 samples and 11 outcomes>,"['aplikasi', 'bermanfaat', 'memudahkan', 'pembayaran', 'reminder', 'tagihan', 'perubahan', 'data', 'upgrade', 'layanan']","['aplikasi', 'bermanfaat', 'memudahkan', 'pembayaran', 'reminder', 'tagihan', 'perubahan', 'data', 'upgrade', 'layanan']","['aplikasi', 'manfaat', 'mudah', 'bayar', 'reminder', 'tagih', 'ubah', 'data', 'upgrade', 'layan']"
265,Aldo Septiawan,1,2022-08-12 10:22:32,fitur semakin berkurang sering eror sudah bayar tapi tidak bisa melakukan laporan jaringan padahal dulu lancar makin di update makin gaenak aplikasinya tambah lemot juga,-1,"['fitur', 'semakin', 'berkurang', 'sering', 'eror', 'sudah', 'bayar', 'tapi', 'tidak', 'bisa', 'melakukan', 'laporan', 'jaringan', 'padahal', 'dulu', 'lancar', 'makin', 'di', 'update', 'makin', 'gaenak', 'aplikasinya', 'tambah', 'lemot', 'juga']",<FreqDist with 24 samples and 25 outcomes>,"['fitur', 'berkurang', 'eror', 'bayar', 'laporan', 'jaringan', 'lancar', 'gaenak', 'aplikasinya', 'lemot']","['fitur', 'berkurang', 'eror', 'bayar', 'laporan', 'jaringan', 'lancar', 'gaenak', 'aplikasinya', 'lemot']","['fitur', 'kurang', 'eror', 'bayar', 'lapor', 'jaring', 'lancar', 'gaenak', 'aplikasi', 'lot']"
266,fahad andrianto,5,2022-08-12 10:08:36,jaringan lumayan cepat untuk pemasangan cctv di rumah jadi aman di tinggal pergi dan untuk mabar juga cepat,1,"['jaringan', 'lumayan', 'cepat', 'untuk', 'pemasangan', 'cctv', 'di', 'rumah', 'jadi', 'aman', 'di', 'tinggal', 'pergi', 'dan', 'untuk', 'mabar', 'juga', 'cepat']",<FreqDist with 15 samples and 18 outcomes>,"['jaringan', 'lumayan', 'cepat', 'pemasangan', 'cctv', 'rumah', 'aman', 'tinggal', 'pergi', 'mabar', 'cepat']","['jaringan', 'lumayan', 'cepat', 'pemasangan', 'cctv', 'rumah', 'aman', 'tinggal', 'pergi', 'mabar', 'cepat']","['jaring', 'lumayan', 'cepat', 'pasang', 'cctv', 'rumah', 'aman', 'tinggal', 'pergi', 'mabar', 'cepat']"
267,Broken M,2,2022-08-12 08:46:51,setiap mau membayar tagihan lewat aplikasi kok selalu peningkatan aplikasi aplikasimu gak perlu peningkatan cuma jaringanmu gak usah kebanyak manipulasi dan marketing gak jelas,-1,"['setiap', 'mau', 'membayar', 'tagihan', 'lewat', 'aplikasi', 'kok', 'selalu', 'peningkatan', 'aplikasi', 'aplikasimu', 'gak', 'perlu', 'peningkatan', 'cuma', 'jaringanmu', 'gak', 'usah', 'kebanyak', 'manipulasi', 'dan', 'marketing', 'gak', 'jelas']",<FreqDist with 20 samples and 24 outcomes>,"['membayar', 'tagihan', 'aplikasi', 'peningkatan', 'aplikasi', 'aplikasimu', 'peningkatan', 'jaringanmu', 'kebanyak', 'manipulasi', 'marketing']","['membayar', 'tagihan', 'aplikasi', 'peningkatan', 'aplikasi', 'aplikasimu', 'peningkatan', 'jaringanmu', 'kebanyak', 'manipulasi', 'marketing']","['bayar', 'tagih', 'aplikasi', 'tingkat', 'aplikasi', 'aplikasi', 'tingkat', 'jaring', 'banyak', 'manipulasi', 'marketing']"
268,In Love LC,5,2022-08-12 08:39:49,terbaiksaya beri bintang jika ada inti nya klo ada kendala laporan ke customer service sukses my indihome terima kasih,1,"['terbaiksaya', 'beri', 'bintang', 'jika', 'ada', 'inti', 'nya', 'klo', 'ada', 'kendala', 'laporan', 'ke', 'customer', 'service', 'sukses', 'my', 'indihome', 'terima', 'kasih']",<FreqDist with 18 samples and 19 outcomes>,"['terbaiksaya', 'bintang', 'inti', 'kendala', 'laporan', 'customer', 'service', 'sukses', 'indihome', 'terima', 'kasih']","['terbaiksaya', 'bintang', 'inti', 'kendala', 'laporan', 'customer', 'service', 'sukses', 'indihome', 'terima', 'kasih']","['terbaiksaya', 'bintang', 'inti', 'kendala', 'lapor', 'customer', 'service', 'sukses', 'indihome', 'terima', 'kasih']"
